smiles,nn_similarity,ecfp4_prob,ecfp4_pred,sim_bin
CCCCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)CC(C)C)C(=O)O,0.68,9.09232534417452e-06,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)CC(C)C,0.6415094339622641,0.00030146778677496986,0,"[0.6, 0.8)"
CCCCC1C(=O)OC1C(CCCCc1c[nH]c(Cl)c1Cl)CC(C)C,0.631578947368421,3.678992382507392e-06,0,"[0.6, 0.8)"
CCCCC(=CC(CCCCc1c[nH]c(Cl)c1Cl)CC(C)C)C(=O)O,0.625,3.906285363711045e-06,0,"[0.6, 0.8)"
CCCCCCC(=CC(CCCCc1c[nH]c(Cl)c1Cl)CC(C)C)C(=O)O,0.603448275862069,6.444747839095885e-07,0,"[0.6, 0.8)"
CC(C)CC(CCCCc1c[nH]c(Cl)c1Cl)CC(C(=O)O)C(C)C,0.625,4.56574161887771e-05,0,"[0.6, 0.8)"
CC(C)CC(C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)CCCCc1c[nH]c(Cl)c1Cl,0.6296296296296297,2.0288293271713368e-05,0,"[0.6, 0.8)"
CCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)CC(C)C)C(=O)O,0.66,0.00041938334407982275,0,"[0.6, 0.8)"
CC(C)CC(CCCCc1c[nH]c(Cl)c1Cl)CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6808510638297872,0.00028615592209802105,0,"[0.6, 0.8)"
CCC(C)C(=O)C(C(=O)C(C(=O)O)C(C)C)C(C)C,0.5769230769230769,0.8123349531738432,1,"[0.4, 0.6)"
CCC(C)C(=O)C(C(C)C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6415094339622641,0.00014481629248933896,0,"[0.6, 0.8)"
CCC(C)C(=O)C(C(C)C)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5645161290322581,7.0720041521401865e-06,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(O)C(C(=O)C(C)CC)C(C)C,0.55,0.011727962160097501,0,"[0.4, 0.6)"
CCCCCCC1C(=O)OC1C(C(=O)C(C)CC)C(C)C,0.5111111111111111,0.0009745416442094043,0,"[0.4, 0.6)"
CCCCC(C(=O)O)C(=O)C(C(=O)C(C)CC)C(C)C,0.5757575757575758,0.3517808927466013,0,"[0.4, 0.6)"
CCC(C)C(=O)C(C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(C)C,0.66,1.633741926753204e-05,0,"[0.6, 0.8)"
CCC(C)C(=O)C(C(C)C)C(O)C(C(=O)O)C(C)C,0.5666666666666667,0.9455807383857437,1,"[0.4, 0.6)"
CCC(C)C(=O)C(C(C)C)C1OC(=O)C1C(C)C,0.525,0.1552644450458492,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)C(C(=O)C(C)CC)C(C)C,0.6,0.0013368273154617475,0,"[0.6, 0.8)"
CCC(C)C(=O)C(C=C(C(=O)O)C(C)C)C(C)C,0.4857142857142857,0.14023527490037407,0,"[0.4, 0.6)"
CCCCCCC(CC(C(=O)C(C)CC)C(C)C)C(=O)O,0.5714285714285714,0.01557873270722594,0,"[0.4, 0.6)"
CCCCC(C(=O)O)C(O)C(C(=O)C(C)CC)C(C)C,0.5641025641025641,0.8279141653485668,1,"[0.4, 0.6)"
CCCCC1C(=O)OC1C(C(=O)C(C)CC)C(C)C,0.5348837209302325,0.06053980278849001,0,"[0.4, 0.6)"
CCCCC(=CC(C(=O)C(C)CC)C(C)C)C(=O)O,0.48717948717948717,0.011587788225797882,0,"[0.4, 0.6)"
CCCCCCC(=CC(C(=O)C(C)CC)C(C)C)C(=O)O,0.46511627906976744,0.001930473256473878,0,"[0.4, 0.6)"
CCC(C)C(=O)C(CC(C(=O)O)C(C)C)C(C)C,0.6129032258064516,0.9865694490718244,1,"[0.6, 0.8)"
CCC(C)C(=O)C(C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(C)C,0.5614035087719298,2.3606250712929266e-05,0,"[0.4, 0.6)"
CCCCC(CC(C(=O)C(C)CC)C(C)C)C(=O)O,0.5945945945945946,0.8651512946189752,1,"[0.4, 0.6)"
CCC(C)C(=O)C(CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(C)C,0.68,0.00019310856563993866,0,"[0.6, 0.8)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C(=O)O)C(C)C,0.6481481481481481,2.1441967371921663e-05,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(C(C)C)C(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5964912280701754,3.278786122420301e-05,0,"[0.4, 0.6)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6730769230769231,0.00017989836526519426,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C(O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6101694915254238,6.428798734457233e-06,0,"[0.6, 0.8)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6065573770491803,1.4406444802771217e-06,0,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC,0.625,3.752814913236215e-06,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC(C(C)CC)C(CCCCc2c[nH]c(Cl)c2Cl)C1O,0.5714285714285714,1.3408678756290826e-07,0,"[0.4, 0.6)"
CCCCCCC1C(=O)OC1C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC,0.5692307692307692,3.00476737391755e-08,0,"[0.4, 0.6)"
CCCCC(C(=O)O)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC,0.6363636363636364,0.0001449987332598506,0,"[0.6, 0.8)"
CCCCC1C(=O)OC(C(C)CC)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,0.576271186440678,7.608668099424242e-06,0,"[0.4, 0.6)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6730769230769231,0.0001506585872600297,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6071428571428571,1.7049585100644454e-05,0,"[0.6, 0.8)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C(=O)O)C(C)C,0.6,5.252606213689679e-05,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(C(C)C)C(O)C1CCCCc1c[nH]c(Cl)c1Cl,0.559322033898305,8.798681843075071e-08,0,"[0.4, 0.6)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C1OC(=O)C1C(C)C,0.5483870967741935,3.6570647444861195e-06,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC,0.625,3.1427612067226295e-06,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC(C(C)CC)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,0.5666666666666667,3.556104280549496e-07,0,"[0.4, 0.6)"
CCC(C)C(O)C(C=C(C(=O)O)C(C)C)CCCCc1c[nH]c(Cl)c1Cl,0.5614035087719298,1.6201210279425496e-06,0,"[0.4, 0.6)"
CCC(C)C1OC(=O)C(C(C)C)=CC1CCCCc1c[nH]c(Cl)c1Cl,0.5081967213114754,5.044971960880119e-08,0,"[0.4, 0.6)"
CCCCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC)C(=O)O,0.6862745098039216,1.392732774554272e-05,0,"[0.6, 0.8)"
CCCCCCC1CC(CCCCc2c[nH]c(Cl)c2Cl)C(C(C)CC)OC1=O,0.5645161290322581,3.166871954099474e-08,0,"[0.4, 0.6)"
CCCCC(C(=O)O)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC,0.6363636363636364,0.0001731402385430761,0,"[0.6, 0.8)"
CCCCC1C(=O)OC(C(C)CC)C(CCCCc2c[nH]c(Cl)c2Cl)C1O,0.5806451612903226,2.868944193416375e-06,0,"[0.4, 0.6)"
CCCCC1C(=O)OC1C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC,0.5873015873015873,1.9849463663464743e-06,0,"[0.4, 0.6)"
CCCCC(=CC(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC)C(=O)O,0.576271186440678,4.987235176271656e-08,0,"[0.4, 0.6)"
CCCCC1=CC(CCCCc2c[nH]c(Cl)c2Cl)C(C(C)CC)OC1=O,0.5573770491803278,1.518815123407222e-07,0,"[0.4, 0.6)"
CCCCCCC(=CC(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC)C(=O)O,0.5573770491803278,8.228116133800054e-09,0,"[0.4, 0.6)"
CCCCCCC1=CC(CCCCc2c[nH]c(Cl)c2Cl)C(C(C)CC)OC1=O,0.5483870967741935,4.6199244651374366e-08,0,"[0.4, 0.6)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)CC(C(=O)O)C(C)C,0.660377358490566,3.7126223442175105e-05,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(C(C)C)CC1CCCCc1c[nH]c(Cl)c1Cl,0.5333333333333333,1.1930827345078506e-06,0,"[0.4, 0.6)"
CCC(C)C(O)C(C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)CCCCc1c[nH]c(Cl)c1Cl,0.5964912280701754,3.944998317102869e-07,0,"[0.4, 0.6)"
CCC(C)C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)=CC1CCCCc1c[nH]c(Cl)c1Cl,0.5862068965517241,2.215034578443261e-06,0,"[0.4, 0.6)"
CCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C)CC)C(=O)O,0.6666666666666666,0.0006422576148199354,0,"[0.6, 0.8)"
CCCCC1CC(CCCCc2c[nH]c(Cl)c2Cl)C(C(C)CC)OC1=O,0.5737704918032787,6.77590838619028e-07,0,"[0.4, 0.6)"
CCC(C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7083333333333334,0.0006673144265462466,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)CC1CCCCc1c[nH]c(Cl)c1Cl,0.603448275862069,1.5183658784452217e-06,0,"[0.6, 0.8)"
CCCCCCC(C(=O)C(C(=O)O)C(C)C)C(O)C(C)CC,0.5897435897435898,0.001753788991739541,0,"[0.4, 0.6)"
CCCCCCC1C(=O)C(C(C)C)C(=O)OC1C(C)CC,0.5,0.004502417936179793,0,"[0.4, 0.6)"
CCCCCCC(C(O)C(C)CC)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.625,3.752814913236215e-06,0,"[0.6, 0.8)"
CCCCCCC1C(O)C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)OC1C(C)CC,0.5714285714285714,1.3408678756290826e-07,0,"[0.4, 0.6)"
CCCCCCC(C(O)C(C)CC)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5692307692307692,3.00476737391755e-08,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(O)C(CCCCCC)C(O)C(C)CC,0.6216216216216216,0.014528314406282414,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC(C(C)CC)C(CCCCCC)C1O,0.6190476190476191,0.0008859841269597127,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1C(CCCCCC)C(O)C(C)CC,0.5957446808510638,0.00019867783565819314,0,"[0.4, 0.6)"
CCCCCCC(C(=O)C(CCCC)C(=O)O)C(O)C(C)CC,0.6153846153846154,0.013775580403299648,0,"[0.6, 0.8)"
CCCCCCC1C(=O)C(CCCC)C(=O)OC1C(C)CC,0.5853658536585366,0.0012322418937462055,0,"[0.4, 0.6)"
CCCCCCC(C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(O)C(C)CC,0.625,3.1427612067226295e-06,0,"[0.6, 0.8)"
CCCCCCC1C(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)OC1C(C)CC,0.5666666666666667,3.556104280549496e-07,0,"[0.4, 0.6)"
CCCCCCC(C(O)C(C)CC)C(O)C(C(=O)O)C(C)C,0.525,0.00428546771227121,0,"[0.4, 0.6)"
CCCCCCC1C(O)C(C(C)C)C(=O)OC1C(C)CC,0.5111111111111111,1.2136421459671186e-05,0,"[0.4, 0.6)"
CCCCCCC(C(O)C(C)CC)C1OC(=O)C1C(C)C,0.5208333333333334,0.0005041891364206927,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)C(CCCCCC)C(O)C(C)CC,0.6216216216216216,0.012195401301409085,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC(C(C)CC)C(CCCCCC)C1=O,0.6,0.0023462771727485046,0,"[0.6, 0.8)"
CCCCCCC(C=C(C(=O)O)C(C)C)C(O)C(C)CC,0.5,0.00013451083406402624,0,"[0.4, 0.6)"
CCCCCCC1C=C(C(C)C)C(=O)OC1C(C)CC,0.4888888888888889,2.3404003568205513e-05,0,"[0.4, 0.6)"
CCCCCCC(CC(CCCCCC)C(O)C(C)CC)C(=O)O,0.6486486486486487,0.017993525179402843,0,"[0.6, 0.8)"
CCCCCCC1CC(CCCCCC)C(C(C)CC)OC1=O,0.6097560975609756,0.00020939408762868722,0,"[0.6, 0.8)"
CCCCCCC(C(O)C(C)CC)C(O)C(CCCC)C(=O)O,0.6153846153846154,0.016405752718922147,0,"[0.6, 0.8)"
CCCCCCC1C(O)C(CCCC)C(=O)OC1C(C)CC,0.6046511627906976,0.0004649870623907787,0,"[0.6, 0.8)"
CCCCCCC(C(O)C(C)CC)C1OC(=O)C1CCCC,0.5957446808510638,0.000321758026598082,0,"[0.4, 0.6)"
CCCCCCC(C=C(CCCC)C(=O)O)C(O)C(C)CC,0.5681818181818182,4.803576958091461e-06,0,"[0.4, 0.6)"
CCCCCCC1C=C(CCCC)C(=O)OC1C(C)CC,0.5681818181818182,2.4964370135675402e-05,0,"[0.4, 0.6)"
CCCCCCC(=CC(CCCCCC)C(O)C(C)CC)C(=O)O,0.5681818181818182,3.232203397016828e-05,0,"[0.4, 0.6)"
CCCCCCC1=CC(CCCCCC)C(C(C)CC)OC1=O,0.5681818181818182,7.05422866576481e-05,0,"[0.4, 0.6)"
CCCCCCC(CC(C(=O)O)C(C)C)C(O)C(C)CC,0.5897435897435898,0.0010177383926890937,0,"[0.4, 0.6)"
CCCCCCC1CC(C(C)C)C(=O)OC1C(C)CC,0.5111111111111111,0.0001645424204586157,0,"[0.4, 0.6)"
CCCCCCC(C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(O)C(C)CC,0.5573770491803278,8.228116133800054e-09,0,"[0.4, 0.6)"
CCCCCCC1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)OC1C(C)CC,0.5483870967741935,4.6199244651374366e-08,0,"[0.4, 0.6)"
CCCCCCC(CC(CCCC)C(=O)O)C(O)C(C)CC,0.6410256410256411,0.020309530780750863,0,"[0.6, 0.8)"
CCCCCCC1CC(CCCC)C(=O)OC1C(C)CC,0.5952380952380952,0.0001098600055997138,0,"[0.4, 0.6)"
CCCCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(O)C(C)CC,0.6862745098039216,1.392732774554272e-05,0,"[0.6, 0.8)"
CCCCCCC1CC(CCCCc2c[nH]c(Cl)c2Cl)C(=O)OC1C(C)CC,0.5645161290322581,3.166871954099474e-08,0,"[0.4, 0.6)"
CCCCC(C(=O)C(C)CC)C(=O)C(C(=O)O)C(C)C,0.5882352941176471,0.007035999982123369,0,"[0.4, 0.6)"
CCCCC(C(=O)C(C)CC)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.6415094339622641,0.0014354943852480278,0,"[0.6, 0.8)"
CCCCC(C(=O)C(C)CC)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5873015873015873,1.8970166457113149e-07,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(O)C(CCCC)C(=O)C(C)CC,0.6486486486486487,0.12162240627448838,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1C(CCCC)C(=O)C(C)CC,0.6304347826086957,3.075936577564381e-05,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(=O)C(CCCC)C(=O)C(C)CC,0.6774193548387096,0.19203096555568586,0,"[0.6, 0.8)"
CCCCC(C(=O)C(C)CC)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.68,6.886230392489243e-06,0,"[0.6, 0.8)"
CCCCC(C(=O)C(C)CC)C(O)C(C(=O)O)C(C)C,0.5641025641025641,0.6286270805697434,1,"[0.4, 0.6)"
CCCCC(C(=O)C(C)CC)C1OC(=O)C1C(C)C,0.5777777777777777,0.008400576694022164,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)C(CCCC)C(=O)C(C)CC,0.6666666666666666,0.0006628321251335626,0,"[0.6, 0.8)"
CCCCC(C=C(C(=O)O)C(C)C)C(=O)C(C)CC,0.55,0.2294430365654388,0,"[0.4, 0.6)"
CCCCCCC(CC(CCCC)C(=O)C(C)CC)C(=O)O,0.6571428571428571,0.17508860855848332,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)C(CCCC)C(=O)C(C)CC,0.7058823529411765,0.9802432066001406,1,"[0.6, 0.8)"
CCCCC1C(=O)OC1C(CCCC)C(=O)C(C)CC,0.6590909090909091,0.0020279063874641796,0,"[0.6, 0.8)"
CCCCC(=CC(CCCC)C(=O)C(C)CC)C(=O)O,0.625,0.021493236620477283,0,"[0.6, 0.8)"
CCCCCCC(=CC(CCCC)C(=O)C(C)CC)C(=O)O,0.5952380952380952,0.0036108340677968778,0,"[0.4, 0.6)"
CCCCC(CC(C(=O)O)C(C)C)C(=O)C(C)CC,0.5945945945945946,0.387984086149718,0,"[0.4, 0.6)"
CCCCC(C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(=O)C(C)CC,0.5666666666666667,3.7623156190773404e-05,0,"[0.4, 0.6)"
CCCCC(CC(CCCC)C(=O)C(C)CC)C(=O)O,0.71875,0.987022488652313,1,"[0.6, 0.8)"
CCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(=O)C(C)CC,0.6938775510204082,0.0021988096728491092,0,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C(=O)O)C(C)C,0.6666666666666666,2.1332038808485503e-07,0,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.68,0.0014914520704300712,0,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.6065573770491803,2.2434874750962545e-08,0,"[0.6, 0.8)"
CCCCCCC(C(=O)O)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC,0.6296296296296297,3.115282298231833e-05,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC1C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC,0.5692307692307692,4.679258970743072e-10,0,"[0.4, 0.6)"
CCCCC(C(=O)O)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC,0.68,6.886230392489243e-06,0,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.723404255319149,7.155064827505959e-06,0,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(O)C(C(=O)O)C(C)C,0.6111111111111112,5.0956648378866755e-05,0,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C1OC(=O)C1C(C)C,0.5483870967741935,1.5149571853339478e-07,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC,0.6666666666666666,1.492347761073698e-07,0,"[0.6, 0.8)"
CCC(C)C(=O)C(C=C(C(=O)O)C(C)C)CCCCc1c[nH]c(Cl)c1Cl,0.5769230769230769,8.845138225760393e-06,0,"[0.4, 0.6)"
CCCCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC)C(=O)O,0.7142857142857143,4.775385595800009e-05,0,"[0.6, 0.8)"
CCCCC(C(=O)O)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC,0.6415094339622641,0.0014354943852480278,0,"[0.6, 0.8)"
CCCCC1C(=O)OC1C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC,0.5873015873015873,3.091119813907148e-08,0,"[0.4, 0.6)"
CCCCC(=CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC)C(=O)O,0.5666666666666667,5.625182697027213e-07,0,"[0.4, 0.6)"
CCCCCCC(=CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC)C(=O)O,0.5483870967741935,9.280628380665982e-08,0,"[0.4, 0.6)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)CC(C(=O)O)C(C)C,0.6470588235294118,1.9084599069462476e-05,0,"[0.6, 0.8)"
CCC(C)C(=O)C(C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)CCCCc1c[nH]c(Cl)c1Cl,0.5862068965517241,4.449611232819418e-06,0,"[0.4, 0.6)"
CCCCC(CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(C)CC)C(=O)O,0.6938775510204082,0.0021988096728491092,0,"[0.6, 0.8)"
CCC(C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.7391304347826086,0.0022844544400615232,0,"[0.6, 0.8)"
CCC(C)C(O)C(C(=O)C(C(=O)O)C(C)C)C(C)C,0.5161290322580645,0.7222841624778047,1,"[0.4, 0.6)"
CCC(C)C1OC(=O)C(C(C)C)C(=O)C1C(C)C,0.5294117647058824,0.08752129042782929,0,"[0.4, 0.6)"
CCC(C)C(O)C(C(C)C)C(O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,0.660377358490566,5.9029470334472365e-05,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C(O)C1C(C)C,0.5862068965517241,4.881620396432861e-05,0,"[0.4, 0.6)"
CCC(C)C(O)C(C(C)C)C1OC(=O)C1CCCCc1c[nH]c(Cl)c1Cl,0.5666666666666667,8.897118141640844e-07,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(O)C(C(C)C)C(O)C(C)CC,0.6052631578947368,0.004813541357236411,0,"[0.6, 0.8)"
CCCCCCC1C(=O)OC(C(C)CC)C(C(C)C)C1O,0.5227272727272727,0.006688809120728952,0,"[0.4, 0.6)"
CCCCCCC1C(=O)OC1C(C(C)C)C(O)C(C)CC,0.5111111111111111,0.00012270851975356635,0,"[0.4, 0.6)"
CCCCC(C(=O)O)C(=O)C(C(C)C)C(O)C(C)CC,0.5384615384615384,0.2613328756961539,0,"[0.4, 0.6)"
CCCCC1C(=O)OC(C(C)CC)C(C(C)C)C1=O,0.5,0.001281670376403654,0,"[0.4, 0.6)"
CCC(C)C(O)C(C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(C)C,0.6,1.0650764520895477e-05,0,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)C1C(C)C,0.5517241379310345,1.5513150555856555e-07,0,"[0.4, 0.6)"
CCC(C)C(O)C(C(C)C)C(O)C(C(=O)O)C(C)C,0.5333333333333333,0.3695558869605615,0,"[0.4, 0.6)"
CCC(C)C1OC(=O)C(C(C)C)C(O)C1C(C)C,0.5714285714285714,0.5807825579428018,1,"[0.4, 0.6)"
CCC(C)C(O)C(C(C)C)C1OC(=O)C1C(C)C,0.525,0.0696557237565277,0,"[0.4, 0.6)"
CCCCCCC(C(=O)O)C(=O)C(C(C)C)C(O)C(C)CC,0.525,0.0008719112943140267,0,"[0.4, 0.6)"
CCCCCCC1C(=O)OC(C(C)CC)C(C(C)C)C1=O,0.4772727272727273,1.942612229973262e-05,0,"[0.4, 0.6)"
CCC(C)C(O)C(C=C(C(=O)O)C(C)C)C(C)C,0.5,0.8930763092705415,1,"[0.4, 0.6)"
CCC(C)C1OC(=O)C(C(C)C)=CC1C(C)C,0.5,0.005159824012171648,0,"[0.4, 0.6)"
CCCCCCC(CC(C(C)C)C(O)C(C)CC)C(=O)O,0.5641025641025641,0.012743871363351365,0,"[0.4, 0.6)"
CCCCCCC1CC(C(C)C)C(C(C)CC)OC1=O,0.48936170212765956,1.6669930911987628e-05,0,"[0.4, 0.6)"
CCCCC(C(=O)O)C(O)C(C(C)C)C(O)C(C)CC,0.5833333333333334,0.6622643087103822,1,"[0.4, 0.6)"
CCCCC1C(=O)OC(C(C)CC)C(C(C)C)C1O,0.5476190476190477,0.3078810627743177,0,"[0.4, 0.6)"
CCCCC1C(=O)OC1C(C(C)C)C(O)C(C)CC,0.5348837209302325,0.008041926492818215,0,"[0.4, 0.6)"
CCCCC(=CC(C(C)C)C(O)C(C)CC)C(=O)O,0.5,0.04397976906195966,0,"[0.4, 0.6)"
CCCCC1=CC(C(C)C)C(C(C)CC)OC1=O,0.5116279069767442,0.0012420831363725367,0,"[0.4, 0.6)"
CCCCCCC(=CC(C(C)C)C(O)C(C)CC)C(=O)O,0.4772727272727273,0.007532561315301709,0,"[0.4, 0.6)"
CCCCCCC1=CC(C(C)C)C(C(C)CC)OC1=O,0.4888888888888889,8.615815538642085e-05,0,"[0.4, 0.6)"
CCC(C)C(O)C(CC(C(=O)O)C(C)C)C(C)C,0.625,0.9609934242585432,1,"[0.6, 0.8)"
CCC(C)C1OC(=O)C(C(C)C)CC1C(C)C,0.5526315789473685,0.7331598316280459,1,"[0.4, 0.6)"
CCC(C)C(O)C(C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(C)C,0.5789473684210527,9.26233435917792e-05,0,"[0.4, 0.6)"
CCC(C)C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)=CC1C(C)C,0.5423728813559322,2.7054152805548167e-06,0,"[0.4, 0.6)"
CCCCC(CC(C(C)C)C(O)C(C)CC)C(=O)O,0.5945945945945946,0.8395682491494565,1,"[0.4, 0.6)"
CCCCC1CC(C(C)C)C(C(C)CC)OC1=O,0.5116279069767442,0.0011000231202642273,0,"[0.4, 0.6)"
CCC(C)C(O)C(CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(C)C,0.6666666666666666,0.00015752061497101578,0,"[0.6, 0.8)"
